Record Number	001	Location
b81985721	sse0000215893	multi;eb;er
b81985733	sse0000877894	multi;eb;er
b81985745	sse0000215924	multi;eb;er
b81985757	sse0000216029	multi;eb;er
b81985769	sse0000216035	multi;eb;er
b81985770	sseb015914127	multi;eb;er
b81985782	sseb011908925	multi;eb;er
b81985794	sse0001219049	multi;eb;er
b81985800	sse0000216232	multi;eb;er
b81985812	sseb001485294	multi;eb;er
b81985824	sse0000216370	multi;eb;er
b81985836	sseb016744000	multi;eb;er
b81985848	sse0000216527	multi;eb;er
b8198585x	sseb017121255	multi;eb;er
b81985861	sse0000560625	multi;eb;er
b81985873	sse0000216834	multi;eb;er
b81985897	sseb010411595	multi;eb;er
b81985903	sseb015914129	multi;eb;er
b81985915	sse0000216996	multi;eb;er
b81985927	sse0000217055	multi;eb;er
b81985939	sse0000217103	multi;eb;er
b81985940	sseb017845642	multi;eb;er
b81985952	sseb002766178	multi;eb;er
b81985964	sse0000217108	multi;eb;er
b81985976	sse0000217118	multi;eb;er
b81985988	sse0001219050	multi;eb;er
b8198599x	sse0000305405	multi;eb;er
b81986002	sse0000387481	multi;eb;er
b81986014	sse0000217217	multi;eb;er
b81986026	sse0000217218	multi;eb;er
b81986038	sse0000217360	multi;eb;er
b8198604x	sse0000217363	multi;eb;er
b81986051	sse0000217392	multi;eb;er
b81986063	sse0000560626	multi;eb;er
b81986075	sse0000217749	multi;eb;er
b81986087	sseb018007077	multi;eb;er
b81986099	sseb007488299	multi;eb;er
b81986105	sseb007488301	multi;eb;er
b81986117	sseb007488302	multi;eb;er
b81986129	sse0000524684	multi;eb;er
b81986130	sse0000305514	multi;eb;er
b81986142	sse0000282654	multi;eb;er
b81986154	sse0000282662	multi;eb;er
b81986166	sse0000218343	eb;er;multi
b81986178	sseb018007078	multi;eb;er
b8198618x	sseb012445499	multi;eb;er
b81986191	sse0000218359	multi;eb;er
b81986208	sse0000218363	multi;eb;er
b8198621x	sse0000218365	multi;eb;er
b81986221	sse0001219051	multi;eb;er
b81986233	sse0000218612	multi;eb;er
b81986245	sse0000218627	multi;eb;er
b81986257	sse0000218656	multi;eb;er
b81986269	sse0000218662	multi;eb;er
b81986270	sse0000218663	eb;er;multi
b81986282	sse0000218678	multi;eb;er
b81986294	sse0000218740	multi;eb;er
b81986312	sseb018007079	multi;eb;er
b81986324	sse0001048482	multi;eb;er
b81986336	sse0000524716	multi;eb;er
b81986348	sse0001219052	multi;eb;er
b8198635x	sse0000440643	multi;eb;er
b81986361	sse0000539926	multi;eb;er
b81986373	sse0000218766	multi;eb;er
b81986385	sse0000218770	multi;eb;er
b81986397	sse0000595475	multi;eb;er
b81986403	sse0000218970	multi;eb;er
b81986415	sse0000218971	multi;eb;er
b81986427	sse0000218975	multi;eb;er
b81986439	sse0000218979	multi;eb;er
b81986440	sse0000849567	multi;eb;er
b81986464	sse0000219347	multi;eb;er
b81986476	sse0000219350	multi;eb;er
b81986488	sse0000219466	multi;eb;er
b8198649x	sse0000219474	multi;eb;er
b81986506	sse0000560627	multi;eb;er
b8198652x	sse0000219574	multi;eb;er
b81986531	sse0000219783	multi;eb;er
b81986543	sse0000560628	multi;eb;er
b81986555	sse0000282764	multi;eb;er
b81986567	sse0000219784	multi;eb;er
b81986579	sse0000219785	multi;eb;er
b81986580	sse0000219817	multi;eb;er
b81986592	sse0001219089	multi;eb;er
b81986609	sseb018007082	multi;eb;er
b81986610	sseb001469347	multi;eb;er
b81986622	sse0000425113	multi;eb;er
b81986634	sse0000560629	multi;eb;er
b81986646	sse0000220077	eb;er;multi
b81986658	sse0000220121	multi;eb;er
b8198666x	sseb002767767	multi;eb;er
b81986671	sseb002767768	multi;eb;er
b81986683	sseb002767769	multi;eb;er
b81986695	sseb002767770	multi;eb;er
b81986701	sseb002767771	multi;eb;er
b81986713	sseb002767772	multi;eb;er
b81986725	sseb002767773	multi;eb;er
b81986737	sseb002767774	multi;eb;er
b81986749	sseb002767775	multi;eb;er
b81986750	sse0000425128	multi;eb;er
b81986762	sse0000220265	multi;eb;er
b81986774	sse0000540006	multi;eb;er
b81986786	sse0000647138	multi;eb;er
b81986798	sse0001219172	multi;eb;er
b81986804	sse0000220321	multi;eb;er
b81986816	sseb012669907	multi;eb;er
b81986828	sse0000220330	multi;eb;er
b8198683x	sseb012445500	multi;eb;er
b81986841	sseb016744017	multi;eb;er
b81986853	sse0000220402	multi;eb;er
b81986865	sse0000220410	multi;eb;er
b81986877	sse0000220412	multi;eb;er
b81986889	sseb018007083	multi;eb;er
b81986890	sse0000220638	multi;eb;er
b81986907	sseb004710191	multi;eb;er
b81986919	sse0000221266	multi;eb;er
b81986920	sse0000305998	multi;eb;er
b81986932	sse0000221491	multi;eb;er
b81986944	sse0000306014	multi;eb;er
b81986956	sse0000221558	multi;eb;er
b81986968	sseb007488310	multi;eb;er
b8198697x	sseb012445501	multi;eb;er
b81986981	sseb012669908	multi;eb;er
b81986993	sse0000222082	multi;eb;er
b81987006	sse0000222131	multi;eb;er
b81987018	sseb007488315	multi;eb;er
b8198702x	sse0000540088	multi;eb;er
b81987031	sseb016744019	multi;eb;er
b81987055	sseb017121256	multi;eb;er
b81987067	sseb016744020	multi;eb;er
b81987079	sse0000222164	multi;eb;er
b81987080	sse0000472113	multi;eb;er
b81987092	sseb007488320	multi;eb;er
b81987109	sse0000222236	multi;eb;er
b81987110	sse0000222255	multi;eb;er
b81987122	sse0000222276	multi;eb;er
b81987134	sse0000560630	multi;eb;er
b81987146	sse0000222287	multi;eb;er
b81987158	sse0000222454	multi;eb;er
b8198716x	sse0000222460	multi;eb;er
b81987171	sse0000282889	multi;eb;er
b81987183	sse0000560631	multi;eb;er
b81987195	sse0000222466	multi;eb;er
b81987201	sseb018007084	multi;eb;er
b81987213	sseb016744025	multi;eb;er
b81987225	sseb002769422	multi;eb;er
b81987249	sse0000560632	multi;eb;er
b81987250	sseb007488325	multi;eb;er
b81987262	sse0000223294	multi;eb;er
b81987274	sse0000223295	multi;eb;er
b81987286	sse0000282921	multi;eb;er
b81987298	sse0000223297	multi;eb;er
b81987304	sse0000425571	multi;eb;er
b81987316	sse0000729761	multi;eb;er
b81987328	sseb016744027	multi;eb;er
b8198733x	sse0000306456	multi;eb;er
b81987341	sseb016744029	multi;eb;er
b81987353	sse0000560633	multi;eb;er
b81987365	sseb001437601	multi;eb;er
b81987377	sse0000224515	multi;eb;er
b81987389	sse0000425738	multi;eb;er
b81987390	sse0000224526	multi;eb;er
b81987407	sse0000224527	multi;eb;er
b81987419	sse0000224534	multi;eb;er
b81987420	sse0001219173	multi;eb;er
b81987432	sse0000282992	multi;eb;er
b81987444	sseb002770063	multi;eb;er
b81987456	sse0000282995	multi;eb;er
b81987468	sse0001219174	eb;er;multi
b8198747x	sseb012445502	multi;eb;er
b81987481	sse0000224764	multi;eb;er
b81987493	sse0000224792	multi;eb;er
b8198750x	sse0000306523	multi;eb;er
b81987511	sse0000560634	multi;eb;er
b81987523	sse0000306524	multi;eb;er
b81987535	sse0000224825	multi;eb;er
b81987547	sse0000738817	multi;eb;er
b81987559	sseb001441368	multi;eb;er
b81987560	sseb001472248	multi;eb;er
b81987572	sse0000225044	multi;eb;er
b81987584	sseb007488332	multi;eb;er
b81987596	sse0000225079	multi;eb;er
b81987602	sse0000225080	multi;eb;er
b81987614	sse0000665832	multi;eb;er
b81987626	sse0000985736	multi;eb;er
b81987638	sse0000225084	multi;eb;er
b81987651	sse0000560635	multi;eb;er
b81987663	sseb001485259	multi;eb;er
b81987675	sse0000560636	multi;eb;er
b81987687	sse0000540236	multi;eb;er
b81987699	sse0000225410	multi;eb;er
b81987705	sseb016744040	multi;eb;er
b81987717	sse0001219175	multi;eb;er
b81987729	sse0000225837	multi;eb;er
b81987730	sse0000560637	multi;eb;er
b81987742	sse0000226464	multi;eb;er
b81987754	sse0000441093	multi;eb;er
b81987766	sse0000226299	multi;eb;er
b81987778	sse0000226321	multi;eb;er
b8198778x	sseb015914139	multi;eb;er
b81987791	sse0000226354	multi;eb;er
b81987808	sse0000226356	multi;eb;er
b8198781x	sse0000647244	multi;eb;er
b81987821	sseb007488338	multi;eb;er
b81987833	sseb001444215	multi;eb;er
b81987845	sseb001955926	multi;eb;er
b81987857	sse0000283085	multi;eb;er
b81987869	sseb007488339	multi;eb;er
b81987870	sse0000540301	multi;eb;er
b81987882	sse0000226445	multi;eb;er
b81987894	sseb015914140	multi;eb;er
b81987912	sse0000226472	multi;eb;er
b81987924	sseb007488340	multi;eb;er
b81987936	sse0000540304	multi;eb;er
b81987948	sse0001219176	multi;eb;er
b8198795x	sse0000226504	multi;eb;er
b81987961	sseb007488341	multi;eb;er
b81987973	sse0000226506	multi;eb;er
b81987985	sse0000283086	multi;eb;er
b81987997	sse0000226518	multi;eb;er
b8198800x	sse0000226519	multi;eb;er
b81988011	sseb002770880	multi;eb;er
b81988023	sseb002770881	multi;eb;er
b81988035	sseb002770882	multi;eb;er
b81988047	sseb002770883	multi;eb;er
b81988059	sse0000472333	multi;eb;er
b81988060	sse0000540307	multi;eb;er
b81988072	sse0000630696	multi;eb;er
b81988084	sse0000226529	multi;eb;er
b81988096	sse0000226530	multi;eb;er
b81988102	sse0000746519	multi;eb;er
b81988114	sse0000306759	multi;eb;er
b81988126	sse0000226531	multi;eb;er
b81988138	sse0000560638	eb;er;multi
b8198814x	sse0000425971	multi;eb;er
b81988151	sse0001119401	multi;eb;er
b81988163	sse0000647248	multi;eb;er
b81988175	sse0000226630	multi;eb;er
b81988187	sse0000226643	multi;eb;er
b81988199	sse0000226644	multi;eb;er
b81988205	sse0000226645	multi;eb;er
b81988217	sse0000283101	multi;eb;er
b81988229	sse0000560639	multi;eb;er
b81988230	sse0000226788	multi;eb;er
b81988242	sse0000226796	multi;eb;er
b81988266	sse0000226803	multi;eb;er
b81988278	sse0000226804	multi;eb;er
b8198828x	sse0000226810	multi;eb;er
b81988291	sse0000226811	multi;eb;er
b81988308	sse0000226812	multi;eb;er
b8198831x	sse0000341770	multi;eb;er
b81988321	sse0001219177	multi;eb;er
b81988333	sse0000226819	multi;eb;er
b81988357	sseb001473236	multi;eb;er
b81988369	sse0000226824	multi;eb;er
b81988370	sse0000525022	multi;eb;er
b81988382	sse0000644271	multi;eb;er
b81988394	sse0000226835	multi;eb;er
b81988400	sse0000472346	multi;eb;er
b81988412	sseb004304978	multi;eb;er
b81988424	sse0000226847	multi;eb;er
b81988436	sse0000226963	multi;eb;er
b81988448	sse0000665833	multi;eb;er
b8198845x	sse0000226971	multi;eb;er
b81988461	sseb018007087	multi;eb;er
b81988473	sse0000227169	multi;eb;er
b81988485	sse0001219178	multi;eb;er
b81988497	sse0000283125	multi;eb;er
b81988503	sse0000227259	multi;eb;er
b81988515	sseb012445503	multi;eb;er
b81988527	sse0000227526	multi;eb;er
b81988539	sse0000227527	multi;eb;er
b81988540	sse0001137139	multi;eb;er
b81988552	sseb016744055	multi;eb;er
b81988564	sse0000426079	multi;eb;er
b81988576	sse0000227530	multi;eb;er
b81988588	sse0000227535	multi;eb;er
b8198859x	sse0000227588	multi;eb;er
b81988606	sse0000665834	multi;eb;er
b81988618	sse0000426093	multi;eb;er
b8198862x	sse0000227710	multi;eb;er
b81988631	sseb001445581	multi;eb;er
b81988643	sse0000227857	eb;er;multi
b81988655	sseb002947081	multi;eb;er
b81988667	sse0000306965	multi;eb;er
b81988679	sseb017121258	multi;eb;er
b81988680	sseb002369415	multi;eb;er
b81988692	sse0000306971	multi;eb;er
b81988709	sse0000228013	multi;eb;er
b81988710	sseb007488347	multi;eb;er
b81988722	sseb001956152	multi;eb;er
b81988734	sse0000441192	multi;eb;er
b81988746	sse0000228018	multi;eb;er
b81988758	sseb016744059	multi;eb;er
b8198876x	sse0000228019	multi;eb;er
b81988771	sse0000228021	multi;eb;er
b81988783	sseb002771685	multi;eb;er
b81988795	sseb001956161	multi;eb;er
b81988801	sseb002771695	multi;eb;er
b81988813	sse0000228012	multi;eb;er
b81988825	sseb001956162	multi;eb;er
b81988837	sseb001956163	multi;eb;er
b81988849	sseb001956164	multi;eb;er
b81988850	sse0000939585	multi;eb;er
b81988862	sse0000228289	eb;er;multi
b81988874	sse0000228331	multi;eb;er
b81988886	sse0000228337	multi;eb;er
b81988898	sse0000228555	multi;eb;er
b81988904	sse0001197024	multi;eb;er
b81988916	sse0000228708	multi;eb;er
b81988928	sse0000283177	eb;er;multi
b8198893x	sse0000647299	multi;eb;er
b81988941	sse0000560640	multi;eb;er
b81988953	sse0000228843	multi;eb;er
b81988965	sse0000228844	multi;eb;er
b81988977	sse0000283178	multi;eb;er
b81988989	sse0000283179	multi;eb;er
b81988990	sse0000283181	multi;eb;er
b81989003	sse0000283180	multi;eb;er
b81989015	sse0000283182	multi;eb;er
b81989027	sse0000746520	multi;eb;er
b81989039	sse0000560641	multi;eb;er
b81989040	sse0000525073	multi;eb;er
b81989064	sse0000229127	multi;eb;er
b81989076	sse0000621909	multi;eb;er
b81989088	sse0000229156	multi;eb;er
b8198909x	sse0000540425	multi;eb;er
b81989106	sse0000426288	multi;eb;er
b81989118	sse0000426289	multi;eb;er
b8198912x	sse0000229213	multi;eb;er
b81989131	sse0000647305	multi;eb;er
b81989143	sse0000229221	multi;eb;er
b81989155	sse0000229243	multi;eb;er
b81989167	sse0000229371	multi;eb;er
b81989179	sseb001956317	multi;eb;er
b81989180	sse0001336734	multi;eb;er
b81989192	sse0001185792	multi;eb;er
b81989209	sse0000229404	multi;eb;er
b81989210	sse0000283206	multi;eb;er
b81989222	sse0000229414	multi;eb;er
b81989234	sse0000426316	multi;eb;er
b81989246	sse0000229484	multi;eb;er
b81989258	sse0000229485	multi;eb;er
b8198926x	sse0000283211	multi;eb;er
b81989271	sse0000229496	multi;eb;er
b81989283	sse0001329645	eb;er;multi
b81989295	sse0000229504	multi;eb;er
b81989301	sse0000229506	multi;eb;er
b81989313	sse0000229507	multi;eb;er
b81989325	sse0000229508	multi;eb;er
b81989337	sse0000307194	multi;eb;er
b81989349	sse0000540457	multi;eb;er
b81989350	sse0000229525	multi;eb;er
b81989362	sse0000283216	multi;eb;er
b81989374	sse0000560642	multi;eb;er
b81989386	sseb018111909	multi;eb;er
b81989398	sse0000229528	multi;eb;er
b81989404	sse0000229535	multi;eb;er
b81989416	sse0000229553	multi;eb;er
b81989428	sse0000560643	multi;eb;er
b81989441	sseb012669909	multi;eb;er
b81989453	sse0000472433	multi;eb;er
b81989465	sseb012445505	multi;eb;er
b81989477	sseb015914147	multi;eb;er
b81989489	sse0000426342	multi;eb;er
b81989490	sse0000472435	multi;eb;er
b81989507	sseb007488360	multi;eb;er
b81989519	sse0000560645	multi;eb;er
b81989520	sse0000230290	multi;eb;er
b81989532	sse0000230349	multi;eb;er
b81989544	sseb001956464	multi;eb;er
b81989556	sse0000630697	multi;eb;er
b81989568	sse0000682056	multi;eb;er
b8198957x	sse0000283264	multi;eb;er
b81989581	sse0000426425	multi;eb;er
b81989593	sse0000525142	multi;eb;er
b8198960x	sse0000230418	multi;eb;er
b81989611	sse0000426426	multi;eb;er
b81989623	sse0001119889	multi;eb;er
b81989635	sse0000230429	multi;eb;er
b81989647	sse0000283266	multi;eb;er
b81989659	sse0000230484	multi;eb;er
b81989660	sseb002772893	multi;eb;er
b81989672	sse0000540508	multi;eb;er
b81989684	sse0001004839	multi;eb;er
b81989696	sse0000283277	multi;eb;er
b81989702	sse0000560646	multi;eb;er
b81989714	sse0000230825	multi;eb;er
b81989726	sse0000230880	multi;eb;er
b81989738	sse0000283297	multi;eb;er
b8198974x	sseb016744082	multi;eb;er
b81989751	sseb018007092	multi;eb;er
b81989763	sse0000231080	eb;er;multi
b81989775	sse0000231105	multi;eb;er
b81989799	sse0000283312	multi;eb;er
b81989805	sseb015914150	multi;eb;er
b81989817	sseb002773311	multi;eb;er
b81989829	sse0000560647	multi;eb;er
b81989830	sse0000307475	multi;eb;er
b81989842	sse0000231407	multi;eb;er
b81989854	sse0000231408	multi;eb;er
b81989866	sse0000231609	multi;eb;er
b81989878	sse0000426611	multi;eb;er
b8198988x	sse0000232031	multi;eb;er
b81989891	sse0000232117	multi;eb;er
b81989908	sse0000232124	multi;eb;er
b8198991x	sseb012445506	multi;eb;er
b81989921	sse0000232134	multi;eb;er
b81989933	sse0000283374	multi;eb;er
b81989945	sse0000283375	multi;eb;er
b81989957	sse0000232240	multi;eb;er
b81989969	sseb006419581	multi;eb;er
b81989970	sse0000232279	multi;eb;er
b81989982	sseb017445375	multi;eb;er
b81989994	sseb017121259	multi;eb;er
b81990005	sse0000342094	multi;eb;er
b81990017	sse0000232300	multi;eb;er
b81990029	sse0000232445	eb;er;multi
b81990030	sse0000560649	multi;eb;er
b81990042	sse0000232573	multi;eb;er
b81990054	sse0000682057	multi;eb;er
b81990066	sse0001219180	multi;eb;er
b81990078	sse0000560650	multi;eb;er
b8199008x	sse0000472566	multi;eb;er
b81990091	sse0000232707	multi;eb;er
b81990108	sse0000283525	multi;eb;er
b8199011x	sse0000234464	multi;eb;er
b81990133	sseb001454086	multi;eb;er
b81990145	sse0001219186	multi;eb;er
b81990157	sse0000233194	multi;eb;er
b81990169	sseb002774234	multi;eb;er
b81990170	sse0000426744	multi;eb;er
b81990182	sse0000426760	multi;eb;er
b81990194	sse0000233451	multi;eb;er
b81990200	sse0000233452	multi;eb;er
b81990212	sse0000233534	eb;er;multi
b81990224	sse0000233609	multi;eb;er
b81990236	sse0000540664	multi;eb;er
b81990248	sse0000233674	multi;eb;er
b8199025x	sse0000233676	multi;eb;er
b81990261	sse0000233677	multi;eb;er
b81990273	sse0000233675	multi;eb;er
b81990285	sse0000233685	multi;eb;er
b81990297	sse0000560651	multi;eb;er
b81990303	sse0000665835	multi;eb;er
b81990315	sseb016744089	multi;eb;er
b81990327	sse0000283487	multi;eb;er
b81990339	sse0000560652	multi;eb;er
b81990340	sse0000342204	multi;eb;er
b81990352	sseb016744090	multi;eb;er
b81990364	sseb017260943	multi;eb;er
b81990376	sseb002774560	multi;eb;er
b8199039x	sseb015914153	multi;eb;er
b81990406	sseb016744091	multi;eb;er
b8199042x	sse0000233964	multi;eb;er
b81990431	sseb007488380	multi;eb;er
b81990443	sseb002774609	multi;eb;er
b81990455	sseb008246536	multi;eb;er
b81990467	sse0000234137	multi;eb;er
b81990479	sse0000234149	multi;eb;er
b81990480	sse0000342225	multi;eb;er
b81990492	sse0000441595	multi;eb;er
b81990509	sse0000560653	multi;eb;er
b81990510	sse0000234395	multi;eb;er
b81990522	sse0000307900	multi;eb;er
b81990534	sse0000234398	multi;eb;er
b81990546	sseb001957125	multi;eb;er
b81990558	sse0000234402	multi;eb;er
b8199056x	sse0001219533	multi;eb;er
b81990571	sse0000560654	multi;eb;er
b81990583	sse0000234410	multi;eb;er
b81990595	sse0000234412	multi;eb;er
b81990601	sse0000234414	multi;eb;er
b81990613	sse0000560655	multi;eb;er
b81990637	sse0000234416	multi;eb;er
b81990649	sse0000234417	multi;eb;er
b81990650	sse0000234419	multi;eb;er
b81990662	sse0000789120	multi;eb;er
b81990674	sse0000234421	multi;eb;er
b81990698	sse0000234453	multi;eb;er
b81990704	sse0000342231	multi;eb;er
b81990716	sse0000540714	multi;eb;er
b81990728	sse0001219534	multi;eb;er
b8199073x	sse0000789121	multi;eb;er
b81990741	sseb007488388	multi;eb;er
b81990765	sse0000283548	eb;er;multi
b81990777	sse0000234855	multi;eb;er
b81990789	sse0000426894	multi;eb;er
b81990790	sse0000234973	multi;eb;er
b81990807	sse0000234974	multi;eb;er
b81990820	sseb007488389	multi;eb;er
b81990832	sse0000235285	eb;er;multi
b81990844	sse0000235364	multi;eb;er
b81990856	sse0000595476	multi;eb;er
b81990868	sseb007488391	multi;eb;er
b8199087x	sse0000739052	multi;eb;er
b81990881	sse0000647429	multi;eb;er
b81990893	sse0000560656	multi;eb;er
b8199090x	sseb010427925	multi;eb;er
b81990911	sse0000236007	multi;eb;er
b81990923	sse0000236008	multi;eb;er
b81990935	sse0000283607	multi;eb;er
b81990947	sseb004305026	multi;eb;er
b81990959	sse0000236083	multi;eb;er
b81990960	sse0000644311	multi;eb;er
b81990972	sse0000236085	multi;eb;er
b81990984	sse0000647433	multi;eb;er
b81990996	sse0000427034	multi;eb;er
b81991009	sseb007488393	multi;eb;er
b81991010	sseb007488394	multi;eb;er
b81991022	sseb015914154	multi;eb;er
b81991034	sseb002775587	multi;eb;er
b81991046	sseb002775588	multi;eb;er
b81991058	sseb015914155	multi;eb;er
b8199106x	sseb002775589	multi;eb;er
b81991071	sseb017121261	multi;eb;er
b81991083	sseb016744105	multi;eb;er
b81991095	sseb007488395	multi;eb;er
b81991101	sseb017845664	multi;eb;er
b81991113	sseb007846854	multi;eb;er
b81991125	sseb011908928	multi;eb;er
b81991137	sseb002775590	multi;eb;er
b81991149	sse0000560657	multi;eb;er
b81991150	sseb009982902	multi;eb;er
b81991162	sseb007488399	multi;eb;er
b81991174	sseb018007096	multi;eb;er
b81991186	sseb018007097	multi;eb;er
b81991198	sseb018007098	multi;eb;er
b81991204	sse0000236098	multi;eb;er
b81991216	sseb007488400	multi;eb;er
b81991228	sseb017121262	multi;eb;er
b8199123x	sseb001479413	multi;eb;er
b81991241	sseb002056231	multi;eb;er
b81991253	sse0000236111	eb;er;multi
b81991265	sse0000236118	multi;eb;er
b81991277	sse0000236127	multi;eb;er
b81991289	sse0000560659	multi;eb;er
b81991290	sse0000236254	multi;eb;er
b81991307	sseb002775665	multi;eb;er
b81991319	sse0000236375	multi;eb;er
b81991320	sse0000236376	multi;eb;er
b81991332	sseb007488404	multi;eb;er
b81991344	sse0000283631	multi;eb;er
b81991356	sseb007488405	multi;eb;er
b81991368	sse0000236385	multi;eb;er
b8199137x	sse0000560660	multi;eb;er
b81991381	sse0000236392	multi;eb;er
b81991393	sseb007488407	multi;eb;er
b8199140x	sse0000236396	multi;eb;er
b81991411	sse0000427080	multi;eb;er
b81991423	sse0000236405	multi;eb;er
b81991435	sseb001469565	multi;eb;er
b81991447	sse0000236418	multi;eb;er
b81991459	sse0000996334	multi;eb;er
