Record Number	001	Location
b81978625	sse0001048481	multi;eb;er
b81978637	sse0000201570	multi;eb;er
b81978649	sse0000201804	multi;eb;er
b81978662	sseb002758381	multi;eb;er
b81978674	sse0000201846	multi;eb;er
b81978686	sse0000303144	multi;eb;er
b81978698	sse0000303152	multi;eb;er
b81978704	sse0000201887	multi;eb;er
b81978716	sse0000202003	multi;eb;er
b81978728	sse0000439781	multi;eb;er
b8197873x	sseb012445487	multi;eb;er
b81978741	sse0000202112	multi;eb;er
b81978753	sse0000202245	multi;eb;er
b81978765	sse0001215961	multi;eb;er
b81978777	sse0000340375	eb;er;multi
b81978789	sseb002758587	multi;eb;er
b81978790	sse0000560586	multi;eb;er
b81978807	sse0000789115	multi;eb;er
b81978819	sseb007488151	multi;eb;er
b81978820	sse0000202348	multi;eb;er
b81978832	sse0000560587	multi;eb;er
b81978844	sseb007488153	multi;eb;er
b81978856	sse0000303210	multi;eb;er
b81978868	sse0000560588	multi;eb;er
b8197887x	sse0000560589	multi;eb;er
b81978881	sse0000202974	multi;eb;er
b81978893	sseb002758986	multi;eb;er
b8197890x	sse0000202991	multi;eb;er
b81978911	sseb012445489	multi;eb;er
b81978923	sseb015914107	multi;eb;er
b81978935	sse0000203275	multi;eb;er
b81978947	sseb001952455	multi;eb;er
b81978959	sseb001952456	multi;eb;er
b81978960	sse0000203279	multi;eb;er
b81978972	sseb001469971	multi;eb;er
b81978984	sse0000281987	multi;eb;er
b81978996	sseb016743620	multi;eb;er
b81979009	sse0000203343	multi;eb;er
b81979010	sse0000203378	multi;eb;er
b81979022	sseb015914108	multi;eb;er
b81979034	sseb001952473	multi;eb;er
b81979046	sse0000560590	multi;eb;er
b81979058	sseb001473540	multi;eb;er
b8197906x	sse0000282004	multi;eb;er
b81979083	sse0000203616	multi;eb;er
b81979095	sse0000203628	multi;eb;er
b81979101	sse0000539180	multi;eb;er
b81979113	sse0000303350	multi;eb;er
b81979125	sse0000282007	multi;eb;er
b81979137	sse0000423294	multi;eb;er
b81979149	sse0000203859	multi;eb;er
b81979150	sse0000560591	multi;eb;er
b81979162	sse0000203956	multi;eb;er
b81979174	sseb007488161	multi;eb;er
b81979186	sse0000203977	multi;eb;er
b81979198	sse0000203989	multi;eb;er
b81979204	sse0000560592	multi;eb;er
b81979216	sse0000539200	multi;eb;er
b81979228	sse0000204129	multi;eb;er
b8197923x	sse0000204374	multi;eb;er
b81979241	sseb002759722	multi;eb;er
b81979253	sse0000204431	multi;eb;er
b81979265	sseb004304862	multi;eb;er
b81979277	sse0000204672	multi;eb;er
b81979289	sse0000204693	multi;eb;er
b81979290	sseb002759888	multi;eb;er
b81979307	sse0000282056	multi;eb;er
b81979319	sse0000789116	multi;eb;er
b81979320	sse0000665831	multi;eb;er
b81979332	sse0000205210	multi;eb;er
b81979344	sse0000205214	multi;eb;er
b81979356	sse0000282060	multi;eb;er
b81979368	sse0000205211	multi;eb;er
b8197937x	sse0000560593	multi;eb;er
b81979381	sse0000560594	multi;eb;er
b81979393	sse0000205212	multi;eb;er
b8197940x	sse0000205215	multi;eb;er
b81979411	sse0000282061	multi;eb;er
b81979423	sse0000810269	multi;eb;er
b81979435	sse0000205219	multi;eb;er
b81979447	sse0000205244	multi;eb;er
b81979459	sse0000560595	multi;eb;er
b81979460	sseb015914109	multi;eb;er
b81979484	sse0000205729	multi;eb;er
b81979496	sse0000205889	multi;eb;er
b81979502	sse0000205960	multi;eb;er
b81979514	sse0000206072	multi;eb;er
b81979526	sse0000206354	multi;eb;er
b81979538	sse0000206702	multi;eb;er
b8197954x	sse0000206729	multi;eb;er
b81979551	sseb017845624	multi;eb;er
b81979563	sse0000206744	multi;eb;er
b81979575	sseb001952892	multi;eb;er
b81979587	sse0000206978	multi;eb;er
b81979599	sse0000207520	multi;eb;er
b81979605	sse0000207529	multi;eb;er
b81979617	sse0000207708	multi;eb;er
b81979629	sse0000560596	multi;eb;er
b81979630	sse0000429259	multi;eb;er
b81979642	sse0000282173	multi;eb;er
b81979654	sse0000524359	multi;eb;er
b81979666	sseb004304867	multi;eb;er
b81979678	sse0000340729	multi;eb;er
b8197968x	sseb018007035	multi;eb;er
b81979691	sseb016743634	multi;eb;er
b81979708	sseb016743635	multi;eb;er
b8197971x	sseb018007036	multi;eb;er
b81979721	sseb016743637	multi;eb;er
b81979733	sseb016743638	multi;eb;er
b81979745	sseb018007037	multi;eb;er
b81979757	sseb016743640	multi;eb;er
b81979769	sseb018007038	multi;eb;er
b81979770	sseb016743642	multi;eb;er
b81979782	sseb018007039	multi;eb;er
b81979794	sseb018007040	multi;eb;er
b81979800	sseb016743646	multi;eb;er
b81979812	sseb016743647	multi;eb;er
b81979824	sseb016743648	multi;eb;er
b81979836	sseb016743649	multi;eb;er
b81979848	sseb016743650	multi;eb;er
b8197985x	sseb018007041	multi;eb;er
b81979861	sseb018007042	multi;eb;er
b81979873	sseb018007043	multi;eb;er
b81979885	sse0000208188	multi;eb;er
b81979897	sse0000657581	multi;eb;er
b81979903	sse0000282186	multi;eb;er
b81979915	sse0000282187	multi;eb;er
b81979927	sseb017121254	multi;eb;er
b81979939	sse0001196978	multi;eb;er
b81979940	sse0000208264	multi;eb;er
b81979952	sse0000282190	multi;eb;er
b81979964	sse0000208265	multi;eb;er
b81979976	sseb018007045	multi;eb;er
b81979988	sseb007488172	multi;eb;er
b8197999x	sse0000423782	multi;eb;er
b81980000	sse0000524375	multi;eb;er
b81980012	sse0000208280	multi;eb;er
b81980024	sse0000208281	multi;eb;er
b81980036	sseb001486491	multi;eb;er
b81980048	sse0000208285	multi;eb;er
b8198005x	sse0000208288	eb;er;multi
b81980061	sseb007488174	multi;eb;er
b81980073	sse0000539397	multi;eb;er
b81980085	sse0000340749	multi;eb;er
b81980097	sse0000208300	multi;eb;er
b81980103	sse0000208304	multi;eb;er
b81980115	sse0000208310	multi;eb;er
b81980127	sse0000208331	eb;er;multi
b81980139	sse0000208332	eb;er;multi
b81980140	sse0000208334	multi;eb;er
b81980152	sse0000208335	multi;eb;er
b81980164	sse0000208340	multi;eb;er
b81980176	sse0001196979	multi;eb;er
b81980188	sse0000560597	multi;eb;er
b8198019x	sse0000560598	multi;eb;er
b81980206	sseb007488178	multi;eb;er
b81980218	sse0000208360	multi;eb;er
b8198022x	sseb012445491	multi;eb;er
b81980231	sse0000208362	multi;eb;er
b81980243	sse0000208363	multi;eb;er
b81980255	sse0000208364	multi;eb;er
b81980267	sse0000208367	multi;eb;er
b81980279	sse0000524378	multi;eb;er
b81980280	sseb007488179	multi;eb;er
b81980292	sse0000560599	multi;eb;er
b81980309	sse0000746516	multi;eb;er
b81980310	sse0000789117	multi;eb;er
b81980322	sse0000304000	multi;eb;er
b81980334	sse0000608972	multi;eb;er
b81980346	sse0000646897	multi;eb;er
b81980358	sse0000208451	multi;eb;er
b8198036x	sse0000539403	multi;eb;er
b81980371	sse0001219039	multi;eb;er
b81980383	sse0000208559	multi;eb;er
b81980395	sse0000560600	multi;eb;er
b81980401	sseb001953166	multi;eb;er
b81980413	sse0000208764	multi;eb;er
b81980425	sse0000208772	multi;eb;er
b81980437	sse0000208877	multi;eb;er
b81980449	sse0000282229	multi;eb;er
b81980450	sseb016743665	multi;eb;er
b81980462	sse0000740083	multi;eb;er
b81980486	sse0000208914	multi;eb;er
b81980498	sse0000560602	multi;eb;er
b81980504	sse0000208916	multi;eb;er
b81980516	sse0000560603	multi;eb;er
b81980528	sseb001487085	multi;eb;er
b8198053x	sse0000282231	multi;eb;er
b81980541	sseb012121970	multi;eb;er
b81980553	sseb012241929	multi;eb;er
b81980565	sseb012241930	multi;eb;er
b81980577	sseb012121971	multi;eb;er
b81980589	sseb012121972	multi;eb;er
b81980590	sseb012121973	multi;eb;er
b81980607	sseb012241931	multi;eb;er
b81980619	sseb012121974	multi;eb;er
b81980620	sseb012121975	multi;eb;er
b81980632	sseb012121976	multi;eb;er
b81980644	sseb012241932	multi;eb;er
b81980656	sseb012121977	multi;eb;er
b81980668	sseb012241933	multi;eb;er
b8198067x	sseb012121978	multi;eb;er
b81980681	sseb012241934	multi;eb;er
b81980693	sseb012241935	multi;eb;er
b8198070x	sseb012241936	multi;eb;er
b81980711	sseb012241937	multi;eb;er
b81980723	sseb012241938	multi;eb;er
b81980735	sseb012241939	multi;eb;er
b81980747	sseb012241940	multi;eb;er
b81980759	sseb012241941	multi;eb;er
b81980760	sseb012241942	multi;eb;er
b81980772	sseb012241943	multi;eb;er
b81980784	sseb012241944	multi;eb;er
b81980796	sseb018007046	multi;eb;er
b81980802	sseb012241946	multi;eb;er
b81980814	sseb012241947	multi;eb;er
b81980826	sseb012241948	multi;eb;er
b81980838	sseb012241949	multi;eb;er
b8198084x	sseb012241950	multi;eb;er
b81980851	sseb012241951	multi;eb;er
b81980863	sseb012241952	multi;eb;er
b81980875	sseb012241953	multi;eb;er
b81980887	sseb012241954	multi;eb;er
b81980899	sseb012241955	multi;eb;er
b81980905	sseb012241956	multi;eb;er
b81980917	sseb012241957	multi;eb;er
b81980929	sseb018007047	multi;eb;er
b81980930	sseb012241959	multi;eb;er
b81980942	sseb012241960	multi;eb;er
b81980954	sseb018007048	multi;eb;er
b81980966	sseb012241961	multi;eb;er
b81980978	sseb012669894	multi;eb;er
b8198098x	sseb012241962	multi;eb;er
b81980991	sseb018007049	multi;eb;er
b81981004	sseb012121980	multi;eb;er
b81981016	sseb012241964	multi;eb;er
b81981028	sseb012241965	multi;eb;er
b8198103x	sseb012241966	multi;eb;er
b81981041	sseb012241967	multi;eb;er
b81981053	sseb018007050	multi;eb;er
b81981065	sseb012241969	multi;eb;er
b81981077	sseb012241970	multi;eb;er
b81981089	sseb012241971	multi;eb;er
b81981090	sseb012241972	multi;eb;er
b81981107	sseb012241973	multi;eb;er
b81981119	sseb012241974	multi;eb;er
b81981120	sseb012241975	multi;eb;er
b81981132	sseb012241976	multi;eb;er
b81981144	sseb012241977	multi;eb;er
b81981156	sseb012241978	multi;eb;er
b81981168	sseb012241979	multi;eb;er
b8198117x	sseb012241980	multi;eb;er
b81981181	sseb012241981	multi;eb;er
b81981193	sseb012241982	multi;eb;er
b8198120x	sseb012241983	multi;eb;er
b81981211	sseb012241984	multi;eb;er
b81981223	sseb012241985	multi;eb;er
b81981235	sseb012241986	multi;eb;er
b81981247	sseb012241987	multi;eb;er
b81981259	sseb012241988	multi;eb;er
b81981260	sseb012241989	multi;eb;er
b81981272	sseb012241990	multi;eb;er
b81981284	sseb012241991	multi;eb;er
b81981296	sseb012241992	multi;eb;er
b81981302	sseb012241993	multi;eb;er
b81981314	sseb012121981	multi;eb;er
b81981326	sseb012241994	multi;eb;er
b81981338	sseb012241995	multi;eb;er
b8198134x	sseb012241996	multi;eb;er
b81981351	sseb012241997	multi;eb;er
b81981363	sseb012241998	multi;eb;er
b81981375	sseb012241999	multi;eb;er
b81981387	sseb012242000	multi;eb;er
b81981399	sseb012242001	multi;eb;er
b81981405	sseb012242002	multi;eb;er
b81981417	sseb012242003	multi;eb;er
b81981429	sseb018007051	multi;eb;er
b81981430	sseb018007052	multi;eb;er
b81981442	sseb012242006	multi;eb;er
b81981454	sseb012242007	multi;eb;er
b81981466	sseb012242008	multi;eb;er
b81981478	sseb012242009	multi;eb;er
b8198148x	sseb012242010	multi;eb;er
b81981491	sseb012242011	multi;eb;er
b81981508	sseb012242012	multi;eb;er
b8198151x	sseb012242013	multi;eb;er
b81981521	sseb012242014	multi;eb;er
b81981533	sseb012242015	multi;eb;er
b81981545	sseb012242016	multi;eb;er
b81981557	sseb012242017	multi;eb;er
b81981569	sseb012242018	multi;eb;er
b81981570	sseb012242019	multi;eb;er
b81981582	sseb012242020	multi;eb;er
b81981594	sseb012242021	multi;eb;er
b81981600	sseb012242022	multi;eb;er
b81981612	sseb012242023	multi;eb;er
b81981624	sseb012242024	multi;eb;er
b81981636	sseb012242025	multi;eb;er
b81981648	sseb012242026	multi;eb;er
b8198165x	sseb012242027	multi;eb;er
b81981661	sseb012242028	multi;eb;er
b81981673	sseb012242029	multi;eb;er
b81981685	sseb012242030	multi;eb;er
b81981697	sseb012242031	multi;eb;er
b81981703	sseb012242032	multi;eb;er
b81981715	sseb012242033	multi;eb;er
b81981727	sseb012669896	multi;eb;er
b81981739	sseb012242034	multi;eb;er
b81981740	sseb012242035	multi;eb;er
b81981752	sseb012242036	multi;eb;er
b81981764	sseb012242037	multi;eb;er
b81981776	sseb012242038	multi;eb;er
b81981788	sseb012242039	multi;eb;er
b8198179x	sseb012242040	multi;eb;er
b81981806	sseb012242041	multi;eb;er
b81981818	sseb012121982	multi;eb;er
b8198182x	sseb012242042	multi;eb;er
b81981831	sseb012242043	multi;eb;er
b81981843	sseb012242044	multi;eb;er
b81981855	sseb012242045	multi;eb;er
b81981867	sseb012242046	multi;eb;er
b81981879	sseb012242047	multi;eb;er
b81981880	sseb012242048	multi;eb;er
b81981892	sseb012242049	multi;eb;er
b81981909	sseb012242050	multi;eb;er
b81981910	sseb012242051	multi;eb;er
b81981922	sseb012242052	multi;eb;er
b81981934	sseb012242053	multi;eb;er
b81981946	sseb012242054	multi;eb;er
b81981958	sseb012242055	multi;eb;er
b8198196x	sseb012121983	multi;eb;er
b81981971	sseb012242056	multi;eb;er
b81981983	sseb012242057	multi;eb;er
b81981995	sseb012242058	multi;eb;er
b81982008	sseb012122007	multi;eb;er
b8198201x	sseb012242059	multi;eb;er
b81982021	sseb012242060	multi;eb;er
b81982033	sseb012242061	multi;eb;er
b81982045	sseb012242062	multi;eb;er
b81982057	sseb012242063	multi;eb;er
b81982069	sseb012242064	multi;eb;er
b81982070	sseb012242065	multi;eb;er
b81982082	sseb012242066	multi;eb;er
b81982094	sseb012121984	multi;eb;er
b81982100	sseb012242067	multi;eb;er
b81982112	sseb012121985	multi;eb;er
b81982124	sseb012242068	multi;eb;er
b81982136	sseb012242069	multi;eb;er
b81982148	sseb012242070	multi;eb;er
b8198215x	sseb012242071	multi;eb;er
b81982161	sseb012242072	multi;eb;er
b81982173	sseb012242073	multi;eb;er
b81982185	sseb012242074	multi;eb;er
b81982197	sseb012242075	multi;eb;er
b81982203	sseb012242076	multi;eb;er
b81982215	sseb012242077	multi;eb;er
b81982227	sseb012242078	multi;eb;er
b81982239	sseb012242079	multi;eb;er
b81982240	sseb012242080	multi;eb;er
b81982252	sseb012242081	multi;eb;er
b81982264	sseb012242082	multi;eb;er
b81982276	sseb012242083	multi;eb;er
b81982288	sseb012242084	multi;eb;er
b8198229x	sseb012242085	multi;eb;er
b81982306	sseb012242086	multi;eb;er
b81982318	sseb012242087	multi;eb;er
b8198232x	sseb012242088	multi;eb;er
b81982331	sseb012242089	multi;eb;er
b81982343	sseb018007053	multi;eb;er
b81982355	sseb012242091	multi;eb;er
b81982367	sseb012242092	multi;eb;er
b81982379	sseb016743842	multi;eb;er
b81982380	sseb012121986	multi;eb;er
b81982392	sseb012242094	multi;eb;er
b81982409	sseb012242095	multi;eb;er
b81982410	sseb017845628	multi;eb;er
b81982422	sseb012242097	multi;eb;er
b81982434	sseb012242098	multi;eb;er
b81982446	sseb012242099	multi;eb;er
b81982458	sseb011908923	multi;eb;er
b8198246x	sseb012242100	multi;eb;er
b81982471	sseb012242101	multi;eb;er
b81982483	sseb012242102	multi;eb;er
b81982495	sseb012242103	multi;eb;er
b81982501	sseb012242104	multi;eb;er
b81982513	sseb012242105	multi;eb;er
b81982525	sseb012242106	multi;eb;er
b81982537	sseb012242107	multi;eb;er
b81982549	sseb012242108	multi;eb;er
b81982550	sseb012242109	multi;eb;er
b81982562	sseb012242110	multi;eb;er
b81982574	sseb012242111	multi;eb;er
b81982586	sseb012242112	multi;eb;er
b81982598	sseb012242113	multi;eb;er
b81982604	sseb012242114	multi;eb;er
b81982616	sseb012242115	multi;eb;er
b81982628	sseb012242116	multi;eb;er
b8198263x	sseb012242117	multi;eb;er
b81982641	sseb012242118	multi;eb;er
b81982653	sseb012242119	multi;eb;er
b81982665	sseb012242120	multi;eb;er
b81982677	sseb012242121	multi;eb;er
b81982689	sseb012242122	multi;eb;er
b81982690	sseb012242123	multi;eb;er
b81982707	sseb012242124	multi;eb;er
b81982719	sseb012242125	multi;eb;er
b81982720	sseb012242126	multi;eb;er
b81982732	sseb012242127	multi;eb;er
b81982744	sseb012242128	multi;eb;er
b81982756	sseb012242129	multi;eb;er
b81982768	sseb012121987	multi;eb;er
b8198277x	sseb012242130	multi;eb;er
b81982781	sseb012242131	multi;eb;er
b81982793	sseb012242132	multi;eb;er
b8198280x	sseb012242133	multi;eb;er
b81982811	sseb012242134	multi;eb;er
b81982823	sseb012242135	multi;eb;er
b81982835	sseb012242136	multi;eb;er
b81982847	sseb012242137	multi;eb;er
b81982859	sseb012242138	multi;eb;er
b81982860	sseb012242139	multi;eb;er
b81982872	sseb012242140	multi;eb;er
b81982884	sseb012242141	multi;eb;er
b81982896	sseb012242142	multi;eb;er
b81982902	sseb012242143	multi;eb;er
b81982914	sseb012242144	multi;eb;er
b81982926	sseb012242145	multi;eb;er
b81982938	sseb012242146	multi;eb;er
b8198294x	sseb012242147	multi;eb;er
b81982951	sseb012242148	multi;eb;er
b81982963	sseb012242149	multi;eb;er
b81982975	sseb012242150	multi;eb;er
b81982987	sseb012242151	multi;eb;er
b81982999	sseb012121988	multi;eb;er
b81983001	sseb012242152	multi;eb;er
b81983013	sseb012242153	multi;eb;er
b81983025	sseb012242154	multi;eb;er
b81983037	sseb012242155	multi;eb;er
b81983049	sseb012242156	multi;eb;er
b81983050	sseb012242157	multi;eb;er
b81983062	sseb012242158	multi;eb;er
b81983074	sseb012242159	multi;eb;er
b81983086	sseb012445492	multi;eb;er
b81983098	sseb012669899	multi;eb;er
b81983104	sseb017845629	multi;eb;er
b81983116	sse0000423865	multi;eb;er
b81983128	sseb004304901	multi;eb;er
b8198313x	sse0000209066	multi;eb;er
b81983141	sse0000209257	multi;eb;er
b81983153	sseb016743912	multi;eb;er
b81983165	sse0000560604	multi;eb;er
b81983177	sse0000209419	multi;eb;er
b81983189	sseb002762272	multi;eb;er
b81983190	sse0000209486	multi;eb;er
b81983207	sse0001219040	multi;eb;er
b81983219	sse0000517307	multi;eb;er
b81983220	sse0000209751	multi;eb;er
b81983232	sse0000282269	multi;eb;er
b81983244	sseb001953357	multi;eb;er
b81983256	sse0000209886	multi;eb;er
b81983268	sse0000209972	multi;eb;er
b8198327x	sse0000340848	multi;eb;er
b81983281	sseb012445493	multi;eb;er
b81983293	sse0000282281	eb;er;multi
b8198330x	sse0001219041	multi;eb;er
b81983311	sse0001219042	multi;eb;er
b81983323	sse0000210192	multi;eb;er
b81983335	sse0000282283	multi;eb;er
b81983347	sse0001219043	multi;eb;er
b81983359	sse0000560605	multi;eb;er
b81983360	sse0000210251	multi;eb;er
b81983372	sse0000210261	multi;eb;er
b81983384	sseb002762681	multi;eb;er
b81983396	sse0000210298	multi;eb;er
b81983402	sse0000210299	multi;eb;er
b81983414	sse0000210321	multi;eb;er
b81983426	sse0000652200	multi;eb;er
b81983438	sseb001456846	multi;eb;er
b8198344x	sseb007488192	multi;eb;er
b81983451	sse0000789118	multi;eb;er
b81983463	sse0000560606	multi;eb;er
b81983475	sse0000210406	multi;eb;er
b81983487	sse0000210407	multi;eb;er
b81983499	sse0000210532	multi;eb;er
b81983517	sse0000210607	multi;eb;er
b81983529	sseb001953466	multi;eb;er
b81983530	sseb015914119	multi;eb;er
b81983542	sse0000539524	multi;eb;er
b81983554	sse0000424050	multi;eb;er
b81983566	sse0000649376	multi;eb;er
b81983578	sse0000282312	multi;eb;er
b8198358x	sse0000210752	multi;eb;er
b81983591	sse0000210780	multi;eb;er
b81983608	sse0000560607	multi;eb;er
b8198361x	sse0000210796	multi;eb;er
b81983621	sse0000210854	multi;eb;er
b81983633	sse0000282322	multi;eb;er
b81983645	sseb007488196	multi;eb;er
b81983657	sse0000210891	multi;eb;er
b81983669	sseb007488197	multi;eb;er
b81983670	sse0000210908	multi;eb;er
b81983694	sse0000210954	multi;eb;er
b81983700	sse0001219044	multi;eb;er
b81983712	sse0001184712	multi;eb;er
b81983724	sseb018433548	multi;eb;er
b81983736	sse0000560608	multi;eb;er
b81983748	sseb018007072	multi;eb;er
b8198375x	sse0000211123	multi;eb;er
b81983761	sse0001219045	multi;eb;er
b81983773	sse0000304454	multi;eb;er
b81983785	sse0000211343	multi;eb;er
b81983797	sseb001953590	multi;eb;er
b81983803	sse0000560609	multi;eb;er
b81983815	sse0000211628	multi;eb;er
b81983827	sse0000211637	multi;eb;er
b81983839	sse0000424183	multi;eb;er
b81983840	sse0000282359	multi;eb;er
b81983852	sse0000211648	multi;eb;er
b81983864	sse0000211699	multi;eb;er
b81983876	sse0000211850	multi;eb;er
b81983888	sse0000560610	multi;eb;er
b8198389x	sse0000211795	multi;eb;er
b81983906	sseb015914121	multi;eb;er
b81983918	sse0000211952	multi;eb;er
b8198392x	sse0000211991	multi;eb;er
b81983931	sse0001196987	multi;eb;er
b81983943	sse0000212085	multi;eb;er
b81983955	sse0000212195	multi;eb;er
b81983967	sse0000212332	multi;eb;er
b81983979	sse0000282395	multi;eb;er
b81983980	sse0001219046	multi;eb;er
b81983992	sse0000212626	multi;eb;er
b81984005	sseb018007073	multi;eb;er
b81984017	sse0000212677	multi;eb;er
b81984029	sse0000746517	multi;eb;er
b81984030	sse0000212678	multi;eb;er
b81984042	sse0000212682	multi;eb;er
b81984054	sse0000560611	multi;eb;er
b81984066	sse0000212734	multi;eb;er
b81984078	sse0000212931	multi;eb;er
b8198408x	sse0000212997	multi;eb;er
b81984091	sse0000212984	multi;eb;er
b81984108	sse0000341033	multi;eb;er
b81984121	sse0000213020	multi;eb;er
b81984133	sse0000213021	multi;eb;er
b81984145	sse0000213028	multi;eb;er
b81984157	sse0000213031	multi;eb;er
b81984169	sseb001484566	multi;eb;er
b81984170	sseb007488212	multi;eb;er
b81984182	sse0000560613	multi;eb;er
b81984194	sse0000213037	multi;eb;er
b81984200	sse0000560614	multi;eb;er
b81984212	sse0000213040	multi;eb;er
b81984224	sse0000213041	multi;eb;er
b81984236	sse0000213042	multi;eb;er
b81984248	sse0000213054	multi;eb;er
b8198425x	sse0000657725	multi;eb;er
b81984261	sse0000524536	multi;eb;er
b81984273	sse0000213095	multi;eb;er
b81984285	sse0000213097	multi;eb;er
b81984297	sse0000560616	multi;eb;er
b81984303	sse0001219047	multi;eb;er
b81984315	sse0000213098	multi;eb;er
b81984327	sseb018007074	multi;eb;er
b81984339	sse0000539650	multi;eb;er
b81984340	sseb002764095	multi;eb;er
b81984352	sse0000213115	multi;eb;er
b81984364	sse0000213117	eb;er;multi
b81984376	sse0000213120	multi;eb;er
b81984388	sse0000304680	eb;er;multi
b8198439x	sse0000213121	multi;eb;er
b81984406	sse0000560617	multi;eb;er
b81984418	sse0000304684	multi;eb;er
b8198442x	sse0000213148	multi;eb;er
b81984431	sseb012445495	multi;eb;er
b81984443	sse0000282412	multi;eb;er
b81984455	sse0001219048	multi;eb;er
b81984467	sse0000213307	multi;eb;er
b81984479	sse0000213308	multi;eb;er
b81984480	sse0000213309	multi;eb;er
b81984492	sse0000213310	multi;eb;er
b81984509	sse0000213311	multi;eb;er
b81984510	sse0000213332	multi;eb;er
b81984522	sse0000213404	multi;eb;er
b81984534	sse0000213405	multi;eb;er
b81984546	sse0000213406	multi;eb;er
b81984558	sse0000560618	multi;eb;er
b8198456x	sse0000560619	multi;eb;er
b81984571	sseb017845638	multi;eb;er
b81984583	sseb001953837	multi;eb;er
b81984595	sse0000213460	multi;eb;er
b81984601	sseb017845639	multi;eb;er
b81984613	sse0000213482	multi;eb;er
b81984625	sseb007488226	multi;eb;er
b81984637	sse0000213484	multi;eb;er
b81984649	sse0000213485	multi;eb;er
b81984650	sse0000213500	multi;eb;er
b81984662	sse0000213695	multi;eb;er
b81984674	sse0000214193	multi;eb;er
b81984686	sse0000214200	multi;eb;er
b81984698	sse0000214238	multi;eb;er
b81984704	sseb012669904	multi;eb;er
b81984716	sse0000282440	multi;eb;er
b81984728	sse0000560620	multi;eb;er
b8198473x	sse0000214252	multi;eb;er
b81984741	sseb016743948	multi;eb;er
b81984753	sseb016743949	multi;eb;er
b81984765	sseb016743950	multi;eb;er
b81984777	sse0000341079	multi;eb;er
b81984789	sseb007488233	multi;eb;er
b81984790	sseb016743951	multi;eb;er
b81984807	sseb016743952	multi;eb;er
b81984819	sseb016743953	multi;eb;er
b81984820	sseb016743954	multi;eb;er
b81984832	sseb016743955	multi;eb;er
b81984844	sseb016744541	multi;eb;er
b81984856	sseb016743956	multi;eb;er
b81984868	sseb016743957	multi;eb;er
b8198487x	sse0000214560	multi;eb;er
b81984881	sse0000214589	multi;eb;er
b81984893	sseb016743958	multi;eb;er
b8198490x	sseb016743959	multi;eb;er
b81984911	sseb016743960	multi;eb;er
b81984923	sseb015914125	multi;eb;er
b81984935	sseb016743961	multi;eb;er
b81984947	sseb016743962	multi;eb;er
b81984959	sseb016743963	multi;eb;er
b81984960	sseb016743964	multi;eb;er
b81984972	sseb016744542	multi;eb;er
b81984984	sseb016743965	multi;eb;er
b81984996	sseb016743966	multi;eb;er
b81985009	sseb016743967	multi;eb;er
b81985010	sseb016743968	multi;eb;er
b81985022	sseb016744543	multi;eb;er
b81985034	sseb016743969	multi;eb;er
b81985046	sseb016743970	multi;eb;er
b81985071	sseb016743973	multi;eb;er
b81985083	sseb001953941	multi;eb;er
b81985095	sseb016743974	multi;eb;er
b81985113	sseb016743976	multi;eb;er
b81985125	sseb016743977	multi;eb;er
b81985137	sseb016743978	multi;eb;er
b81985149	sseb016743979	multi;eb;er
b81985150	sseb016743980	multi;eb;er
b81985162	sseb016743981	multi;eb;er
b81985174	sseb016743982	multi;eb;er
b81985186	sseb016743983	multi;eb;er
b81985198	sseb016743984	multi;eb;er
b81985204	sseb016743985	multi;eb;er
b81985216	sseb001490978	multi;eb;er
b81985228	sseb016743986	multi;eb;er
b8198523x	sseb016743987	multi;eb;er
b81985241	sse0000560621	multi;eb;er
b81985253	sseb016743989	multi;eb;er
b81985265	sseb016743990	multi;eb;er
b81985277	sseb016743992	multi;eb;er
b81985290	sseb016743993	multi;eb;er
b81985307	sseb016743994	multi;eb;er
b81985319	sse0000214824	multi;eb;er
b81985320	sse0000560622	multi;eb;er
b81985332	sse0000214910	multi;eb;er
b81985344	sse0000214984	eb;er;multi
b8198537x	sseb001465279	multi;eb;er
b81985381	sse0000282491	multi;eb;er
b81985393	sse0000215286	multi;eb;er
b8198540x	sseb007488285	multi;eb;er
b81985411	sse0001011271	multi;eb;er
b81985423	sse0000215447	multi;eb;er
b81985435	sseb007488286	multi;eb;er
b81985447	sse0000215449	multi;eb;er
b81985460	sseb007488288	multi;eb;er
b81985472	sseb012445496	multi;eb;er
b81985484	sseb012445497	multi;eb;er
b81985496	sse0000560624	multi;eb;er
b81985502	sse0000215478	multi;eb;er
b81985514	sse0000215477	multi;eb;er
b81985526	sseb007488290	multi;eb;er
b81985538	sse0000282507	multi;eb;er
b8198554x	sseb007488291	multi;eb;er
b81985551	sse0000215538	multi;eb;er
b81985563	sseb002765434	multi;eb;er
b81985575	sse0000539751	multi;eb;er
b81985587	sseb001443832	multi;eb;er
b81985599	sse0000215589	multi;eb;er
b81985605	sse0000215601	multi;eb;er
b81985617	sse0000215602	multi;eb;er
b81985629	sse0000215603	multi;eb;er
b81985630	sse0000215604	multi;eb;er
b81985642	sse0001328642	multi;eb;er
b81985654	sse0000877287	multi;eb;er
b81985666	sse0000215801	multi;eb;er
b81985678	sse0000789119	multi;eb;er
b8198568x	sseb001954091	multi;eb;er
b81985691	sseb015914126	multi;eb;er
b81985708	sse0000215832	multi;eb;er
b8198571x	sse0001048477	multi;eb;er
